,5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Lane 4 Flow (Veh/5 Minutes),Lane 4 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed,Holiday
272,2017-10-23 22:40:00,33,74.3,9,70.9,25,65.8,19,62.9,86,69,4,100,0
273,2017-10-23 22:45:00,22,74.3,15,70.9,28,66.7,23,63.4,88,68.5,4,100,0
274,2017-10-23 22:50:00,31,74.4,4,71.1,33,66,15,63.2,83,68.9,4,100,0
275,2017-10-23 22:55:00,24,74.4,13,71,20,66.7,14,62.9,71,69.3,4,100,0
276,2017-10-23 23:00:00,24,74.6,16,71,23,67.1,14,63,77,69.5,4,100,0
277,2017-10-23 23:05:00,22,74.6,6,71.1,31,67.7,15,62.7,74,69,4,100,0
278,2017-10-23 23:10:00,24,74.7,13,71.1,18,65.3,9,62.1,64,69.6,4,100,0
279,2017-10-23 23:15:00,16,74.9,7,71.1,19,66.6,21,62.8,63,67.9,4,100,0
280,2017-10-23 23:20:00,20,75,5,71,18,66.3,17,62.8,60,68.6,4,100,0
281,2017-10-23 23:25:00,19,74.8,5,71.1,18,66.2,10,62.9,52,69.2,4,100,0
282,2017-10-23 23:30:00,24,74.9,5,71.1,18,66.2,16,62.9,63,69.1,4,100,0
283,2017-10-23 23:35:00,17,74.7,6,70.9,12,66.8,9,62.8,44,69.6,4,100,0
284,2017-10-23 23:40:00,25,74.9,6,71,19,67.4,14,62.8,64,69.7,4,100,0
285,2017-10-23 23:45:00,24,74.6,10,71.1,24,67.4,9,62.9,67,69.9,4,100,0
286,2017-10-23 23:50:00,22,74.6,10,71.1,20,66.6,7,62.9,59,69.9,4,100,0
287,2017-10-23 23:55:00,13,74.6,3,71,14,67.2,9,62.9,39,69,4,100,0
288,2017-10-24 00:00:00,15,74.8,5,71,21,67.4,9,62.8,50,69.2,4,100,0
289,2017-10-24 00:05:00,10,74.8,4,71,14,67.3,8,62.9,36,68.8,4,100,0
290,2017-10-24 00:10:00,16,74.7,2,71,19,66.4,12,62.2,49,68.3,4,100,0
291,2017-10-24 00:15:00,8,74.8,2,70.9,15,67,10,62.5,35,67.7,4,100,0
292,2017-10-24 00:20:00,8,74.8,2,71,14,67.4,10,62.6,34,67.9,4,100,0
293,2017-10-24 00:25:00,8,74.8,5,71,15,67.5,8,62.6,36,68.5,4,100,0
294,2017-10-24 00:30:00,10,74.2,4,71,15,67.7,9,62.8,38,68.6,4,100,0
295,2017-10-24 00:35:00,9,74.7,5,71,12,67.4,7,62.7,33,68.9,4,100,0
296,2017-10-24 00:40:00,12,74.8,4,71.1,10,67.2,2,62.6,28,70.7,4,100,0
297,2017-10-24 00:45:00,7,74.9,3,71.1,9,67.4,8,62.6,27,68.3,4,100,0
298,2017-10-24 00:50:00,6,74.8,2,71.1,10,67.5,4,62.6,22,68.9,4,100,0
299,2017-10-24 00:55:00,2,74.7,0,71.1,13,67.6,4,62.7,19,67.3,4,100,0
300,2017-10-24 01:00:00,6,74.8,3,71.1,7,66.6,3,62.7,19,69.3,4,100,0
301,2017-10-24 01:05:00,7,74.9,0,71.1,7,67,2,62.7,16,69.9,4,100,0
302,2017-10-24 01:10:00,5,74.8,1,71.1,12,66.8,2,62.9,20,68.6,4,100,0
303,2017-10-24 01:15:00,7,74.8,0,71.1,11,67.3,6,62.8,24,68.4,4,100,0
304,2017-10-24 01:20:00,7,74.2,2,71,10,67.3,2,62.8,21,69.5,4,100,0
305,2017-10-24 01:25:00,7,74.7,2,71,7,67.5,4,62.8,20,69.4,4,100,0
306,2017-10-24 01:30:00,5,74.6,1,71,5,67.6,1,62.8,12,70.4,4,100,0
307,2017-10-24 01:35:00,4,74.6,5,71,5,67.5,4,62.8,18,69,4,100,0
308,2017-10-24 01:40:00,2,74.7,0,71,5,67.6,6,62.9,13,66.5,4,100,0
309,2017-10-24 01:45:00,11,74.2,0,71,5,67.6,4,62.4,20,70.2,4,100,0
310,2017-10-24 01:50:00,7,74.4,3,71.1,8,67.1,2,62.6,20,69.8,4,100,0
311,2017-10-24 01:55:00,6,74.5,1,71,7,67.3,5,62.2,19,68.4,4,100,0
312,2017-10-24 02:00:00,9,74.7,0,71,11,67.4,4,62.6,24,69.3,4,100,0
313,2017-10-24 02:05:00,5,74.8,2,70.9,11,67.6,5,62.7,23,68.4,4,100,0
314,2017-10-24 02:10:00,8,74.8,3,70.9,7,67.9,1,62.8,19,71,4,100,0
315,2017-10-24 02:15:00,2,74.8,3,71,4,67.3,1,62.7,10,69.5,4,100,0
316,2017-10-24 02:20:00,8,73.7,4,71,6,67.4,4,63.1,22,69.6,4,100,0
317,2017-10-24 02:25:00,14,73,2,71,8,67.4,2,63,26,70.4,4,100,0
318,2017-10-24 02:30:00,7,73.8,2,71,4,67.4,1,62.8,14,70.8,4,100,0
319,2017-10-24 02:35:00,4,74.4,4,70.9,8,67.3,3,62.8,19,68.8,4,100,0
320,2017-10-24 02:40:00,12,74.4,2,71,5,67.3,6,62.9,25,69.9,4,100,0
321,2017-10-24 02:45:00,9,74.6,4,71,9,66.9,7,63,29,68.9,4,100,0
322,2017-10-24 02:50:00,8,74.9,4,70.9,9,67.2,0,63,21,70.8,4,100,0
323,2017-10-24 02:55:00,11,74.4,10,70.9,16,67.7,0,63,37,70.6,4,100,0
324,2017-10-24 03:00:00,9,74.6,5,70.9,11,67.6,4,63,29,69.7,4,100,0
325,2017-10-24 03:05:00,11,74.6,4,70.9,4,67.4,2,62.8,21,71.4,4,100,0
326,2017-10-24 03:10:00,11,74.2,3,71,4,67.7,1,62.9,19,71.7,4,100,0
327,2017-10-24 03:15:00,8,74.5,5,71.1,17,67.5,0,62.9,30,70,4,100,0
328,2017-10-24 03:20:00,14,74.1,6,71.1,8,67.5,5,62.9,33,70.3,4,100,0
329,2017-10-24 03:25:00,9,74.6,6,71,9,67.1,3,63,27,70,4,100,0
330,2017-10-24 03:30:00,16,74.6,9,71,11,67.4,3,62.2,39,70.8,4,100,0
331,2017-10-24 03:35:00,11,74.9,7,71.1,11,67.6,2,63,31,70.7,4,100,0
332,2017-10-24 03:40:00,17,75.3,6,71,14,67.3,5,63.1,42,70.6,4,100,0
333,2017-10-24 03:45:00,17,75.2,7,71,11,67.4,5,62.6,40,70.7,4,100,0
334,2017-10-24 03:50:00,19,75,6,70.9,13,67.7,7,62.7,45,70.4,4,100,0
335,2017-10-24 03:55:00,7,75.2,7,70.9,8,67.4,5,62.5,27,69.4,4,100,0
336,2017-10-24 04:00:00,17,74.3,11,71,12,66.1,3,62.7,43,70.4,4,100,0
337,2017-10-24 04:05:00,16,74.2,11,71,5,66.7,12,61.8,44,69.2,4,100,0
338,2017-10-24 04:10:00,23,74.9,12,70.9,15,67.2,7,62.1,57,70.5,4,100,0
339,2017-10-24 04:15:00,28,75.1,27,71.2,24,67.6,7,62.4,86,70.7,4,100,0
340,2017-10-24 04:20:00,24,75.3,19,71,10,67.7,10,62.8,63,70.8,4,100,0
341,2017-10-24 04:25:00,34,75.5,22,71,18,67.8,11,62.3,85,71,4,100,0
342,2017-10-24 04:30:00,31,72.3,31,70.9,18,67.9,16,62.6,96,69.4,4,100,0
343,2017-10-24 04:35:00,37,72.8,39,70.7,15,67.2,11,62.9,102,70.1,4,100,0
344,2017-10-24 04:40:00,38,74.8,39,71.2,26,66.9,15,62.7,118,70.3,4,100,0
345,2017-10-24 04:45:00,49,75.3,45,71.1,34,66.2,22,62.4,150,70.1,4,100,0
346,2017-10-24 04:50:00,39,75.2,48,71,27,60.3,21,63,135,68.8,4,100,0
347,2017-10-24 04:55:00,37,75.1,45,71.4,27,63.8,22,61.8,131,69.3,4,100,0
348,2017-10-24 05:00:00,48,76.2,42,71.7,27,65.4,22,62.8,139,70.6,4,100,0
349,2017-10-24 05:05:00,49,75.9,50,71.5,36,67.3,25,62.7,160,70.5,4,100,0
350,2017-10-24 05:10:00,48,74.3,69,71.6,34,65,28,63.1,179,69.7,4,100,0
351,2017-10-24 05:15:00,59,76.5,53,71.8,44,67.6,15,63,171,71.6,4,100,0
352,2017-10-24 05:20:00,69,76.7,85,70.9,53,68.7,30,63.6,237,71.2,4,100,0
353,2017-10-24 05:25:00,51,75.2,83,70.6,47,68.2,25,63.5,206,70.3,4,100,0
354,2017-10-24 05:30:00,50,76,73,70.7,46,68.9,42,63,211,70,4,100,0
355,2017-10-24 05:35:00,67,76,93,71,56,68.4,57,57.1,273,68.8,4,100,0
356,2017-10-24 05:40:00,73,76.2,105,70.6,66,69,41,60.6,285,70.2,4,100,0
357,2017-10-24 05:45:00,87,76.9,96,70.9,71,67.7,52,63,306,70.5,4,100,0
358,2017-10-24 05:50:00,77,77,98,69.6,64,67.2,57,61.6,296,69.5,4,100,0
359,2017-10-24 05:55:00,75,78.2,72,70.1,62,66.8,48,62.7,257,70.3,4,100,0
360,2017-10-24 06:00:00,60,76.4,66,70.1,65,67,59,59.8,250,68.4,4,100,0
361,2017-10-24 06:05:00,72,71.4,92,70.7,78,67.1,72,59.8,314,67.5,4,100,0
362,2017-10-24 06:10:00,71,72.5,98,70.9,69,66.6,75,58.5,313,67.3,4,100,0
363,2017-10-24 06:15:00,64,73.4,100,70.1,79,67,68,59.6,311,67.7,4,100,0
364,2017-10-24 06:20:00,72,74.6,93,70,62,68.6,64,60.4,291,68.7,4,100,0
365,2017-10-24 06:25:00,76,75.3,93,70,72,65.6,82,59.5,323,67.6,4,100,0
366,2017-10-24 06:30:00,60,75.3,93,70,75,66.4,74,58.7,302,67.4,4,100,0
367,2017-10-24 06:35:00,82,76.5,88,69.6,88,66.5,90,56.6,348,67.1,4,100,0
368,2017-10-24 06:40:00,77,74.4,105,69.8,89,65.9,93,56.7,364,66.5,4,100,0
369,2017-10-24 06:45:00,81,74,122,68.4,101,66.7,94,56.7,398,66.3,4,100,0
370,2017-10-24 06:50:00,74,74.4,91,68.7,98,67.1,81,53.8,344,66,4,100,0
371,2017-10-24 06:55:00,71,75.9,94,68.6,112,65.2,85,56.1,362,66,4,100,0
372,2017-10-24 07:00:00,88,73.9,95,69.4,86,64.3,99,58.7,368,66.4,4,100,0
373,2017-10-24 07:05:00,61,70.8,74,70,101,64,86,55.6,322,64.4,4,100,0
374,2017-10-24 07:10:00,73,70.8,107,69.1,107,62.3,113,54.8,400,63.6,4,100,0
375,2017-10-24 07:15:00,91,71.3,117,68.4,135,60.1,102,54.7,445,63.3,4,100,0
376,2017-10-24 07:20:00,83,71.7,100,67.4,94,59.6,99,56,376,63.4,4,100,0
377,2017-10-24 07:25:00,96,70.5,112,48,113,60.2,83,53.3,404,57.8,4,100,0
378,2017-10-24 07:30:00,89,69,141,57.3,131,61.5,106,55,467,60.2,4,100,0
379,2017-10-24 07:35:00,109,70.1,128,62.1,127,60.3,117,52.9,481,61.2,4,100,0
380,2017-10-24 07:40:00,120,69.1,142,62.5,130,58,108,51.3,500,60.5,4,100,0
381,2017-10-24 07:45:00,99,68.8,139,63.7,120,55.5,98,49.8,456,59.7,4,100,0
382,2017-10-24 07:50:00,70,66.2,113,65.2,97,53.8,79,44.8,359,57.8,4,100,0
383,2017-10-24 07:55:00,92,64.1,146,64.4,118,51.2,90,36.3,446,55.2,4,100,0
384,2017-10-24 08:00:00,109,62.2,124,64,106,49.2,91,27.4,430,52.1,4,100,0
385,2017-10-24 08:05:00,102,63.8,140,65.7,108,51.7,86,37.1,436,56.1,4,100,0
386,2017-10-24 08:10:00,95,65.1,127,65.6,121,52.7,88,40.1,431,56.7,4,100,0
387,2017-10-24 08:15:00,97,66.1,116,65.9,117,50.8,95,29.7,425,53.7,4,100,0
388,2017-10-24 08:20:00,110,62.7,95,66.7,109,40.7,78,26.2,392,50.3,4,100,0
389,2017-10-24 08:25:00,107,62,124,66.3,102,45.5,76,33,409,53.8,4,100,0
390,2017-10-24 08:30:00,109,58.7,114,66.1,106,41.4,89,26.4,418,49.5,4,100,0
391,2017-10-24 08:35:00,91,54.6,102,64.8,84,30.2,72,17.1,349,44,4,100,0
392,2017-10-24 08:40:00,118,55.4,124,63.1,105,29.9,68,18.9,415,45.3,4,100,0
393,2017-10-24 08:45:00,102,56.4,112,64.8,109,38.5,76,30.7,399,49,4,100,0
394,2017-10-24 08:50:00,97,60.9,85,66.2,111,47,82,41.1,375,53.7,4,100,0
395,2017-10-24 08:55:00,83,62.9,108,67.3,100,52,76,46.9,367,57.9,4,100,0
396,2017-10-24 09:00:00,74,66.3,91,68,98,53.7,79,49.8,342,59.3,4,100,0
397,2017-10-24 09:05:00,78,66.7,95,68,94,56.9,81,50.4,348,60.6,4,100,0
398,2017-10-24 09:10:00,77,67.9,87,67.7,108,59,105,53.8,377,61.4,4,100,0
399,2017-10-24 09:15:00,94,66.6,91,67.7,100,59.2,97,55.2,382,62,4,100,0
400,2017-10-24 09:20:00,75,68,85,68.3,91,58.7,80,55.5,331,62.5,4,100,0
401,2017-10-24 09:25:00,80,67.5,88,67.8,98,58.4,87,57.3,353,62.5,4,100,0
402,2017-10-24 09:30:00,92,63.8,89,68.6,99,56.8,87,57,367,61.5,4,100,0
403,2017-10-24 09:35:00,59,69,76,68.3,104,54.8,84,57.7,323,61.3,4,100,0
404,2017-10-24 09:40:00,73,68.8,70,69.6,92,57.6,86,59.1,321,63.2,4,100,0
405,2017-10-24 09:45:00,77,68.3,78,68.8,83,60,79,57.2,317,63.5,4,100,0
406,2017-10-24 09:50:00,81,68.3,80,68.2,92,57.3,74,55.6,327,62.3,4,100,0
407,2017-10-24 09:55:00,77,65.6,79,68.5,103,60,94,54.8,353,61.7,4,100,0
408,2017-10-24 10:00:00,96,67.8,97,69.2,93,56.6,76,42.8,362,60,4,100,0
409,2017-10-24 10:05:00,79,72.2,77,69,81,56.8,57,43.2,294,61.5,4,100,0
410,2017-10-24 10:10:00,75,70.1,92,68.8,92,56.9,53,51.4,312,62.6,4,100,0
411,2017-10-24 10:15:00,94,71.9,90,69.3,95,58.9,84,57.3,363,64.5,4,100,0
412,2017-10-24 10:20:00,79,73.5,89,70.1,81,58.3,59,59.7,308,65.9,4,100,0
413,2017-10-24 10:25:00,84,77.8,80,70.7,100,59.3,78,58.9,342,66.4,4,100,0
414,2017-10-24 10:30:00,75,73.6,69,72.2,84,57.7,67,60.1,295,65.7,4,100,0
415,2017-10-24 10:35:00,78,76.7,84,72.9,89,60.3,79,60.9,330,67.5,4,100,0
416,2017-10-24 10:40:00,76,76.2,84,72.3,81,61.3,79,60.5,320,67.5,4,100,0
417,2017-10-24 10:45:00,77,71.5,64,71.5,94,58.4,73,62.3,308,65.3,4,100,0
418,2017-10-24 10:50:00,80,71.5,77,72.1,89,59.9,66,59.6,312,65.8,4,100,0
419,2017-10-24 10:55:00,79,70.9,67,72,83,60.1,69,61.5,298,66,4,100,0
420,2017-10-24 11:00:00,73,73.2,58,71,95,58.7,73,60.6,299,65.1,4,100,0
421,2017-10-24 11:05:00,67,71,51,71.1,72,60,75,62.2,265,65.5,4,100,0
422,2017-10-24 11:10:00,76,72.6,52,71.2,87,61.6,67,61.1,282,66.2,4,100,0
423,2017-10-24 11:15:00,73,74.2,52,71.8,89,61.9,61,61.2,275,66.9,4,100,0
424,2017-10-24 11:20:00,57,72.6,46,71.4,62,63.5,63,58.5,228,66,4,100,0
425,2017-10-24 11:25:00,55,74,50,71.4,64,59.3,62,60.8,231,65.8,4,100,0
426,2017-10-24 11:30:00,73,70.9,55,70.7,91,58.9,84,62.4,303,64.9,4,100,0
427,2017-10-24 11:35:00,59,74.2,46,71,75,58.2,53,61.9,233,65.6,4,100,0
428,2017-10-24 11:40:00,67,74.5,49,70.6,71,62.3,61,63.2,248,67.5,4,100,0
429,2017-10-24 11:45:00,49,73.5,41,70.4,79,59.7,71,64.2,240,65.7,4,100,0
430,2017-10-24 11:50:00,59,69.1,43,71.3,75,62.4,72,64.3,249,66.1,4,100,0
431,2017-10-24 11:55:00,61,73.8,38,70.6,66,60.1,62,64.5,227,66.7,4,100,0
432,2017-10-24 12:00:00,64,70.8,46,71.5,69,60.9,57,62.8,236,66.1,4,100,0
433,2017-10-24 12:05:00,57,72.2,55,71.1,85,57.8,59,63.8,256,65.2,4,100,0
434,2017-10-24 12:10:00,72,73,54,70.8,71,58.3,68,63.5,265,66.2,4,100,0
435,2017-10-24 12:15:00,47,73.7,27,71.2,67,61.3,59,63.3,200,66.1,4,100,0
436,2017-10-24 12:20:00,71,73.1,46,71.5,63,61.1,72,63.5,252,67.1,4,100,0
437,2017-10-24 12:25:00,58,75.8,55,72.3,87,61.9,56,63.6,256,67.7,4,100,0
438,2017-10-24 12:30:00,59,75.1,41,71.3,75,59.1,62,62.8,237,66.2,4,100,0
439,2017-10-24 12:35:00,71,73.9,60,71,85,57.9,71,62.3,287,65.7,4,100,0
440,2017-10-24 12:40:00,56,72,39,71,63,55.1,52,63.1,210,64.5,4,100,0
441,2017-10-24 12:45:00,67,68.1,69,70.6,81,58.2,88,62.4,305,64.4,4,100,0
442,2017-10-24 12:50:00,67,70.1,49,70.5,77,57.6,71,63.9,264,64.9,4,100,0
443,2017-10-24 12:55:00,72,68.2,52,70.8,80,53.3,77,63.1,281,63,4,100,0
444,2017-10-24 13:00:00,60,69.3,42,69.1,70,58.4,65,63.6,237,64.5,4,100,0
445,2017-10-24 13:05:00,72,72.2,43,70.6,68,58.6,60,62.4,243,65.7,4,100,0
446,2017-10-24 13:10:00,72,74.2,49,69.4,73,61.2,49,62,243,66.9,4,100,0
447,2017-10-24 13:15:00,60,73.8,42,70.2,66,60.9,67,62,235,66.2,4,100,0
448,2017-10-24 13:20:00,67,71.5,61,71.4,89,61.4,66,62.7,283,66.2,4,100,0
449,2017-10-24 13:25:00,63,73.9,36,71.6,64,57.9,55,63.5,218,66.2,4,100,0
450,2017-10-24 13:30:00,72,75.4,45,71.7,66,59.1,55,63.5,238,67.4,4,100,0
451,2017-10-24 13:35:00,59,71.9,34,71.4,84,62,62,64.5,239,66.4,4,100,0
452,2017-10-24 13:40:00,67,74.2,36,71.6,81,62.2,60,62.4,244,66.9,4,100,0
453,2017-10-24 13:45:00,60,71,45,71.4,69,61.8,60,63.7,234,66.5,4,100,0
454,2017-10-24 13:50:00,68,70.3,30,70.1,72,63.4,50,63.7,220,66.5,4,100,0
455,2017-10-24 13:55:00,70,73.1,36,70.9,66,64.5,45,63.6,217,68.1,4,100,0
456,2017-10-24 14:00:00,65,69,49,72,80,60.7,60,63.9,254,65.8,4,100,0
457,2017-10-24 14:05:00,62,68.6,40,72.1,62,61.4,62,63.4,226,65.8,4,100,0
458,2017-10-24 14:10:00,59,65.4,53,71.3,65,59.6,72,63.3,249,64.5,4,100,0
459,2017-10-24 14:15:00,52,62.5,55,70.7,73,59.8,54,64.9,234,64.1,4,100,0
460,2017-10-24 14:20:00,61,65.3,47,71.6,63,59.7,49,63.5,220,64.6,4,100,0
461,2017-10-24 14:25:00,63,70.6,49,71.4,84,61.7,51,63,247,66.2,4,100,0
462,2017-10-24 14:30:00,64,72.7,46,71.4,90,58.6,70,61.8,270,65,4,100,0
463,2017-10-24 14:35:00,59,73.1,48,70.9,58,56.9,60,60.3,225,65,4,100,0
464,2017-10-24 14:40:00,70,73.6,53,70.9,76,58.8,77,60.4,276,65.3,4,100,0
465,2017-10-24 14:45:00,63,70.4,46,71.8,77,56.9,82,59.4,268,63.4,4,100,0
466,2017-10-24 14:50:00,65,70.6,53,70.6,66,59.8,78,61.3,262,65.1,4,100,0
467,2017-10-24 14:55:00,74,70.7,41,71,58,60.2,74,62.7,247,65.9,4,100,0
468,2017-10-24 15:00:00,72,69.6,48,70.7,88,60.1,56,61.3,264,64.9,4,100,0
469,2017-10-24 15:05:00,71,69.8,64,68.8,77,63.1,75,61.7,287,65.7,4,100,0
470,2017-10-24 15:10:00,68,72.2,45,70.2,93,61.1,52,63.2,258,66,4,100,0
471,2017-10-24 15:15:00,66,70.8,57,70.8,83,59.1,65,62.9,271,65.3,4,100,0
472,2017-10-24 15:20:00,65,74.5,46,71.5,80,60.6,66,60.8,257,66.1,4,100,0
473,2017-10-24 15:25:00,58,73.1,45,70.8,77,59.3,52,62,232,65.6,4,100,0
474,2017-10-24 15:30:00,71,73.4,51,70,82,58.4,62,61.9,266,65.4,4,100,0
475,2017-10-24 15:35:00,76,74.5,52,70.6,79,60.1,72,61.4,279,66.3,4,100,0
476,2017-10-24 15:40:00,69,73.3,56,71.2,81,63.2,62,60.5,268,66.8,4,100,0
477,2017-10-24 15:45:00,66,72.8,42,71.3,60,63.2,60,58.5,228,66.2,4,100,0
478,2017-10-24 15:50:00,58,74.6,58,70.8,70,63.8,78,59.7,264,66.5,4,100,0
479,2017-10-24 15:55:00,78,74.5,46,70.2,105,62.6,87,61.6,316,66.4,4,100,0
480,2017-10-24 16:00:00,88,72.7,58,70,102,60.2,82,61.6,330,65.6,4,100,0
481,2017-10-24 16:05:00,81,71.3,58,72.1,92,61,78,61.3,309,65.9,4,100,0
482,2017-10-24 16:10:00,77,74.2,54,71.3,99,63.2,76,60.9,306,66.8,4,100,0
483,2017-10-24 16:15:00,100,73.7,68,69.9,109,62,79,60.9,356,66.6,4,100,0
484,2017-10-24 16:20:00,83,74.7,44,71.1,102,62,66,62.1,295,67,4,100,0
485,2017-10-24 16:25:00,80,74.6,46,71.4,103,62.3,66,61.7,295,66.9,4,100,0
486,2017-10-24 16:30:00,84,75.4,52,71.1,91,62.5,81,60.4,308,66.9,4,100,0
487,2017-10-24 16:35:00,71,74.9,44,71.4,91,62.8,75,62.7,281,67.2,4,100,0
488,2017-10-24 16:40:00,52,73.6,37,71.3,64,61.3,63,63.2,216,66.5,4,100,0
489,2017-10-24 16:45:00,75,72.6,52,70.7,95,61.2,66,62.6,288,66.2,4,100,0
490,2017-10-24 16:50:00,69,71.8,57,71,90,61.5,76,64.2,292,66.5,4,100,0
491,2017-10-24 16:55:00,55,73.4,45,71.2,75,62.6,53,65.3,228,67.5,4,100,0
492,2017-10-24 17:00:00,61,74.3,37,71.3,83,61.4,69,63.9,250,66.7,4,100,0
493,2017-10-24 17:05:00,57,71.3,41,71.8,78,60.4,76,62.8,252,65.4,4,100,0
494,2017-10-24 17:10:00,60,72.9,59,71.7,79,62.1,88,62.1,286,66.3,4,100,0
495,2017-10-24 17:15:00,82,68.9,70,68.9,92,60.3,86,61,330,64.4,4,100,0
496,2017-10-24 17:20:00,68,72.8,51,70.5,81,62.6,78,60.5,278,66,4,100,0
497,2017-10-24 17:25:00,63,74.8,47,70.4,94,63.5,97,60,301,65.8,4,100,0
498,2017-10-24 17:30:00,60,75.7,43,70.5,77,63.8,77,60.5,257,66.7,4,100,0
499,2017-10-24 17:35:00,68,74.7,56,71.2,93,63.1,89,59.4,306,66.1,4,100,0
500,2017-10-24 17:40:00,66,76.7,34,70.3,74,63.6,46,59.5,220,67.7,4,100,0
501,2017-10-24 17:45:00,68,77.9,48,70.1,80,62.7,69,61.2,265,67.6,4,100,0
502,2017-10-24 17:50:00,76,77.1,57,69.6,86,64.2,71,60.5,290,67.7,4,100,0
503,2017-10-24 17:55:00,49,76.7,40,69.9,64,65.4,52,60.4,205,67.7,4,100,0
504,2017-10-24 18:00:00,63,73.9,34,70.4,65,63.5,54,61.7,216,67.2,4,100,0
505,2017-10-24 18:05:00,64,75.4,53,71.2,101,65.1,62,62.7,280,68.1,4,100,0
506,2017-10-24 18:10:00,89,72.5,48,72.4,85,63.9,65,62.9,287,67.8,4,100,0
507,2017-10-24 18:15:00,66,73.9,41,72.1,68,64.4,61,62.1,236,67.8,4,100,0
508,2017-10-24 18:20:00,53,74.1,43,72.4,84,64,71,62.8,251,67.2,4,100,0
509,2017-10-24 18:25:00,60,73.9,46,71,71,61,53,60.4,230,66.2,4,100,0
510,2017-10-24 18:30:00,71,70.8,51,71.7,84,62.5,71,61.4,277,66,4,100,0
511,2017-10-24 18:35:00,58,72.5,28,71,82,63.2,57,60.2,225,65.8,4,100,0
512,2017-10-24 18:40:00,59,73.2,30,71.3,81,64.6,66,59.7,236,66.2,4,100,0
513,2017-10-24 18:45:00,63,72.7,34,71.6,72,67.1,77,61.5,246,67.4,4,100,0
514,2017-10-24 18:50:00,56,73.3,32,71,74,65,49,61.3,211,67.3,4,100,0
515,2017-10-24 18:55:00,67,73,40,69.2,83,62.7,63,61.5,253,66.2,4,100,0
516,2017-10-24 19:00:00,46,73.9,35,70.1,67,64.6,55,61.7,203,66.9,4,100,0
517,2017-10-24 19:05:00,39,74.8,29,70.8,57,63.5,46,61.1,171,66.7,4,100,0
518,2017-10-24 19:10:00,59,72.1,31,70.6,65,64.2,58,60.5,213,66.3,4,100,0
519,2017-10-24 19:15:00,70,73.1,44,70.9,79,65.3,54,61.2,247,67.6,4,100,0
520,2017-10-24 19:20:00,53,74.7,33,70.7,53,65.2,41,57.9,180,67.3,4,100,0
521,2017-10-24 19:25:00,50,73.8,32,70.9,67,66.8,50,61.5,199,67.9,4,100,0
522,2017-10-24 19:30:00,60,70.6,37,70.7,59,66,38,62.2,194,67.6,4,100,0
523,2017-10-24 19:35:00,53,73.2,41,69.9,72,67.5,47,62.4,213,68.3,4,100,0
524,2017-10-24 19:40:00,45,75.1,24,70.4,54,68.9,49,62.9,172,69,4,100,0
525,2017-10-24 19:45:00,51,75,26,70.6,53,67,40,63.5,170,69.1,4,100,0
526,2017-10-24 19:50:00,39,73,19,70.8,55,65.9,32,64,145,68,4,100,0
527,2017-10-24 19:55:00,38,74.3,24,70.5,64,67.4,31,64.1,157,68.9,4,100,0
528,2017-10-24 20:00:00,50,73.4,19,70.9,59,68.3,33,64,161,69.3,4,100,0
529,2017-10-24 20:05:00,31,74.2,20,70.9,43,67.9,27,62.6,121,68.8,4,100,0
530,2017-10-24 20:10:00,49,75.1,25,71,47,67.7,40,63.3,161,69.4,4,100,0
531,2017-10-24 20:15:00,46,74.9,26,71,73,68.7,37,63.7,182,69.6,4,100,0
532,2017-10-24 20:20:00,46,73.3,24,71,56,67.7,32,63.5,158,69,4,100,0
533,2017-10-24 20:25:00,36,73,24,70.3,48,66.7,31,63.4,139,68.2,4,100,0
534,2017-10-24 20:30:00,34,73.9,15,70.7,46,68.1,35,63.6,130,68.7,4,100,0
535,2017-10-24 20:35:00,35,74.4,12,70.8,45,67.7,35,63.1,127,68.6,4,100,0
536,2017-10-24 20:40:00,41,75.2,25,71,51,66.8,38,63.3,155,68.8,4,100,0
537,2017-10-24 20:45:00,34,75.2,20,71,45,65.8,28,63.4,127,68.6,4,100,0
538,2017-10-24 20:50:00,51,72.8,26,71.4,42,62.8,26,63.4,145,68,4,100,0
539,2017-10-24 20:55:00,35,73.5,20,71.5,40,65.5,44,63.8,139,67.8,4,100,0
540,2017-10-24 21:00:00,35,74,14,71.2,41,66.9,22,63.3,112,68.9,4,100,0
541,2017-10-24 21:05:00,25,74.5,24,71.2,46,65.5,23,62.1,118,67.9,4,100,0
542,2017-10-24 21:10:00,37,74.6,21,71,47,66.3,29,62.3,134,68.5,4,100,0
543,2017-10-24 21:15:00,30,74.6,20,70.7,47,66.9,32,62.4,129,68.2,4,100,0
544,2017-10-24 21:20:00,41,74.2,21,70.7,58,65.5,27,62.8,147,68.2,4,100,0
545,2017-10-24 21:25:00,42,74,22,70.8,39,66.8,24,62.7,127,69.1,4,100,0
546,2017-10-24 21:30:00,36,74.5,26,70.9,40,67.5,27,62.3,129,69.1,4,100,0
547,2017-10-24 21:35:00,32,74.7,18,71.1,40,67.5,26,62.8,116,69,4,100,0
548,2017-10-24 21:40:00,29,74.6,18,71,35,65.8,30,62.8,112,68.1,4,100,0
